0.100000 0.000000
0.150000 0.009642
0.200000 0.011574
0.250000 2.000000
0.300000 2.500000
0.350000 3.114943
0.400000 4.140171
0.450000 5.006173
0.500000 5.744681
0.550000 6.452381
0.600000 7.279279
0.650000 9.183908
0.700000 10.008230
0.750000 11.000000
0.800000 11.681159
0.850000 12.513228
0.900000 13.250000
0.950000 14.011696
1.000000 15.000000
1.050000 15.493827
1.100000 16.228758
1.150000 17.034722
1.200000 17.680556
1.250000 18.518519
1.300000 19.055556
1.350000 19.698413
1.400000 20.333333
1.450000 21.042735
1.500000 21.521368
1.550000 22.046296
1.600000 21.444444
1.650000 19.277778
1.700000 19.769841
1.750000 20.134921
1.800000 20.529915
1.850000 20.991453
1.900000 21.299145
1.950000 19.563492
2.000000 18.125926
2.050000 18.333333
2.100000 18.637037
2.150000 18.933333
2.200000 17.555556
2.250000 16.522876
2.300000 16.647059
2.350000 16.937500
2.400000 0.056953
2.450000 0.057592
2.500000 0.058229
2.550000 0.058981
2.600000 0.059731
2.650000 0.060364
2.700000 0.060943
2.750000 0.061690
2.800000 0.062435
2.850000 0.063063
2.900000 0.063525
2.950000 0.064382
3.000000 0.064728
3.050000 0.065353
